Date, SOXL ,TNA,FAS,UPRO,NAIL
1/4/2010,0,11.54,10.82,2.2,0
1/5/2010,0,11.42,11.24,2.22,0
1/6/2010,0,11.4,11.31,2.22,0
1/7/2010,0,11.64,11.95,2.25,0
1/8/2010,0,11.83,11.8,2.27,0
1/11/2010,0,11.72,11.8,2.28,0
1/12/2010,0,11.3,11.33,2.22,0
1/13/2010,0,11.74,11.7,2.27,0
1/14/2010,0,11.87,11.86,2.29,0
1/15/2010,0,11.37,11.27,2.22,0
1/19/2010,0,11.98,11.64,2.3,0
1/20/2010,0,11.48,11.59,2.23,0
1/21/2010,0,10.88,10.74,2.1,0
1/22/2010,0,10.27,9.76,1.96,0
1/25/2010,0,10.34,9.88,1.99,0
1/26/2010,0,10.07,9.43,1.96,0
1/27/2010,0,10.36,10.02,1.99,0
1/28/2010,0,9.84,9.86,1.92,0
1/29/2010,0,9.51,9.64,1.86,0
2/1/2010,0,9.87,10.06,1.95,0
2/2/2010,0,10.18,10.34,2.02,0
2/3/2010,0,9.99,10.02,1.99,0
2/4/2010,0,9.01,8.83,1.81,0
2/5/2010,0,9.1,9.1,1.82,0
2/8/2010,0,8.85,8.59,1.78,0
2/9/2010,0,9.2,8.8,1.84,0
2/10/2010,0,9.25,9,1.83,0
2/11/2010,0,9.71,9.07,1.89,0
2/12/2010,0,9.93,9.09,1.88,0
2/16/2010,0,10.43,9.72,1.97,0
2/17/2010,0,10.66,9.82,2,0
2/18/2010,0,10.92,9.97,2.04,0
2/19/2010,0,10.97,10.09,2.05,0
2/22/2010,0,11.06,10.39,2.05,0
2/23/2010,0,10.68,9.91,1.97,0
2/24/2010,0,10.94,10.36,2.03,0
2/25/2010,0,10.95,10.28,2.02,0
2/26/2010,0,10.81,10.41,2.02,0
3/1/2010,0,11.56,10.53,2.09,0
3/2/2010,0,11.85,10.67,2.1,0
3/3/2010,0,12.04,10.65,2.11,0
3/4/2010,0,12.14,10.9,2.13,0
3/5/2010,0,12.88,11.57,2.22,0
3/8/2010,0,12.95,11.69,2.22,0
3/9/2010,0,13.1,11.78,2.23,0
3/10/2010,0,13.42,12.18,2.26,0
3/11/2010,0.66,13.55,12.47,2.29,0
3/12/2010,0.64,13.54,12.39,2.29,0
3/15/2010,0.62,13.41,12.38,2.29,0
3/16/2010,0.67,13.75,12.85,2.35,0
3/17/2010,0.7,14,13.28,2.39,0
3/18/2010,0.68,13.86,13.12,2.38,0
3/19/2010,0.65,13.31,12.82,2.35,0
3/22/2010,0.7,13.86,13.06,2.38,0
3/23/2010,0.74,14.4,13.27,2.44,0
3/24/2010,0.7,13.91,13.36,2.4,0
3/25/2010,0.7,13.64,13.5,2.39,0
3/26/2010,0.69,13.63,13.53,2.39,0
3/29/2010,0.71,13.85,13.61,2.43,0
3/30/2010,0.72,13.97,13.36,2.43,0
3/31/2010,0.71,13.65,13.4,2.41,0
4/1/2010,0.71,13.99,13.73,2.46,0
4/5/2010,0.77,14.79,14.2,2.52,0
4/6/2010,0.76,15.03,14.68,2.53,0
4/7/2010,0.77,14.9,14.44,2.49,0
4/8/2010,0.74,14.86,14.78,2.52,0
4/9/2010,0.76,15.08,14.98,2.57,0
4/12/2010,0.78,15.26,15.17,2.58,0
4/13/2010,0.79,15.37,15.22,2.59,0
4/14/2010,0.89,16.36,16.37,2.67,0
4/15/2010,0.9,16.52,16.19,2.68,0
4/16/2010,0.87,15.89,14.5,2.55,0
4/19/2010,0.84,15.67,14.87,2.58,0
4/20/2010,0.88,16.27,15.48,2.65,0
4/21/2010,0.85,16.63,15.29,2.63,0
4/22/2010,0.9,17.16,15.65,2.66,0
4/23/2010,0.91,17.7,15.82,2.71,0
4/26/2010,0.91,17.48,15.07,2.68,0
4/27/2010,0.82,16.29,13.63,2.49,0
4/28/2010,0.84,16.36,14.16,2.54,0
4/29/2010,0.86,17.38,15.07,2.64,0
4/30/2010,0.75,15.86,14.02,2.5,0
5/3/2010,0.8,16.92,14.7,2.61,0
5/4/2010,0.7,15.32,13.59,2.42,0
5/5/2010,0.67,14.64,13.35,2.38,0
5/6/2010,0.62,13.03,11.74,2.14,0
5/7/2010,0.58,11.91,11.27,2.05,0
5/10/2010,0.68,13.92,13.03,2.31,0
5/11/2010,0.67,14.17,12.9,2.29,0
5/12/2010,0.72,15.48,13.36,2.39,0
5/13/2010,0.66,15.03,12.78,2.3,0
5/14/2010,0.6,14.16,11.67,2.18,0
5/17/2010,0.63,14.23,11.67,2.18,0
5/18/2010,0.58,13.5,10.64,2.09,0
5/19/2010,0.59,12.96,10.66,2.05,0
5/20/2010,0.54,11,9.25,1.82,0
5/21/2010,0.57,11.46,10.19,1.88,0
5/24/2010,0.54,11.01,9.42,1.83,0
5/25/2010,0.55,10.99,9.58,1.83,0
5/26/2010,0.55,11.05,9.44,1.79,0
5/27/2010,0.63,12.49,10.65,1.98,0
5/28/2010,0.6,12.01,10.06,1.9,0
6/1/2010,0.56,10.91,9.42,1.81,0
6/2/2010,0.62,11.85,10.18,1.95,0
6/3/2010,0.65,12.28,10.07,1.97,0
6/4/2010,0.56,10.47,8.86,1.77,0
6/7/2010,0.5,9.67,8.4,1.7,0
6/8/2010,0.49,9.61,8.78,1.74,0
6/9/2010,0.48,9.64,8.6,1.72,0
6/10/2010,0.54,10.65,9.42,1.87,0
6/11/2010,0.56,11.08,9.51,1.9,0
6/14/2010,0.57,11.28,9.37,1.89,0
6/15/2010,0.67,12.1,10.02,2.02,0
6/16/2010,0.67,11.98,10.01,2.02,0
6/17/2010,0.67,12.01,9.97,2.03,0
6/18/2010,0.67,12.05,10.08,2.03,0
6/21/2010,0.65,11.68,10.04,2.01,0
6/22/2010,0.61,10.96,9.54,1.91,0
6/23/2010,0.62,10.83,9.43,1.89,0
6/24/2010,0.57,10.34,8.86,1.8,0
6/25/2010,0.57,10.86,9.5,1.84,0
6/28/2010,0.57,10.66,9.25,1.8,0
6/29/2010,0.5,9.44,8.26,1.64,0
6/30/2010,0.47,9.12,7.95,1.58,0
7/1/2010,0.47,8.91,7.8,1.57,0
7/2/2010,0.47,8.64,7.57,1.55,0
7/6/2010,0.47,8.3,7.63,1.57,0
7/7/2010,0.54,9.13,8.57,1.72,0
7/8/2010,0.54,9.53,8.77,1.77,0
7/9/2010,0.55,9.96,9.19,1.81,0
7/12/2010,0.58,9.66,9.17,1.82,0
7/13/2010,0.61,10.54,9.82,1.9,0
7/14/2010,0.61,10.43,9.61,1.9,0
7/15/2010,0.6,10.16,9.56,1.9,0
7/16/2010,0.54,9.06,8.39,1.74,0
7/19/2010,0.58,9.14,8.38,1.78,0
7/20/2010,0.59,9.6,8.68,1.83,0
7/21/2010,0.55,9.11,8.25,1.76,0
7/22/2010,0.6,10.07,8.95,1.88,0
7/23/2010,0.61,10.81,9.16,1.93,0
7/26/2010,0.63,11.56,9.56,1.99,0
7/27/2010,0.62,11.41,9.63,1.99,0
7/28/2010,0.59,10.86,9.38,1.95,0
7/29/2010,0.55,10.77,9.42,1.92,0
7/30/2010,0.54,10.81,9.42,1.92,0
8/2/2010,0.56,11.33,10.05,2.05,0
8/3/2010,0.55,11.08,9.78,2.02,0
8/4/2010,0.56,11.42,9.87,2.06,0
8/5/2010,0.55,11.03,9.72,2.05,0
8/6/2010,0.55,10.84,9.57,2.03,0
8/9/2010,0.56,11.2,9.72,2.06,0
8/10/2010,0.52,10.59,9.47,2.03,0
8/11/2010,0.45,9.35,8.52,1.86,0
8/12/2010,0.44,9.18,8.34,1.83,0
8/13/2010,0.42,8.87,8.29,1.81,0
8/16/2010,0.43,9.09,8.24,1.81,0
8/17/2010,0.44,9.56,8.43,1.87,0
8/18/2010,0.46,9.63,8.53,1.88,0
8/19/2010,0.43,8.88,7.99,1.79,0
8/20/2010,0.44,8.87,7.91,1.77,0
8/23/2010,0.42,8.52,7.77,1.75,0
8/24/2010,0.4,8.23,7.41,1.67,0
8/25/2010,0.42,8.6,7.49,1.68,0
8/26/2010,0.39,8.4,7.32,1.65,0
8/27/2010,0.41,9.07,7.77,1.73,0
8/30/2010,0.38,8.47,7.33,1.65,0
8/31/2010,0.36,8.44,7.46,1.66,0
9/1/2010,0.39,9.37,8.27,1.8,0
9/2/2010,0.42,9.69,8.5,1.85,0
9/3/2010,0.44,10.19,9.01,1.92,0
9/7/2010,0.41,9.63,8.44,1.86,0
9/8/2010,0.41,9.8,8.64,1.9,0
9/9/2010,0.41,9.83,8.88,1.93,0
9/10/2010,0.39,9.91,8.93,1.96,0
9/13/2010,0.43,10.62,9.46,2.02,0
9/14/2010,0.45,10.5,9.28,2.01,0
9/15/2010,0.45,10.71,9.39,2.04,0
9/16/2010,0.46,10.47,9.3,2.04,0
9/17/2010,0.46,10.6,9.22,2.04,0
9/20/2010,0.47,11.5,9.74,2.14,0
9/21/2010,0.46,11.28,9.5,2.12,0
9/22/2010,0.44,10.87,9.08,2.09,0
9/23/2010,0.45,10.49,8.61,2.04,0
9/24/2010,0.51,11.51,9.24,2.16,0
9/27/2010,0.5,11.43,9,2.13,0
9/28/2010,0.52,11.75,9.06,2.15,0
9/29/2010,0.53,11.88,8.9,2.14,0
9/30/2010,0.52,11.77,8.89,2.12,0
10/1/2010,0.51,11.96,9.09,2.15,0
10/4/2010,0.49,11.48,8.93,2.1,0
10/5/2010,0.52,12.44,9.48,2.23,0
10/6/2010,0.49,12.21,9.42,2.21,0
10/7/2010,0.51,12.23,9.35,2.22,0
10/8/2010,0.52,12.69,9.41,2.25,0
10/11/2010,0.53,12.72,9.39,2.26,0
10/12/2010,0.54,12.84,9.66,2.28,0
10/13/2010,0.55,13.39,9.75,2.33,0
10/14/2010,0.54,13.37,9.35,2.32,0
10/15/2010,0.55,13.24,8.96,2.32,0
10/18/2010,0.54,13.57,9.42,2.29,0
10/19/2010,0.52,12.75,9.12,2.26,0
10/20/2010,0.53,13.14,9.44,2.33,0
10/21/2010,0.52,12.96,9.39,2.34,0
10/22/2010,0.55,13.19,9.4,2.36,0
10/25/2010,0.57,13.42,9.34,2.37,0
10/26/2010,0.56,13.4,9.35,2.38,0
10/27/2010,0.61,13.3,9.35,2.36,0
10/28/2010,0.61,13.07,9.27,2.36,0
10/29/2010,0.63,13.16,9.24,2.36,0
11/1/2010,0.62,12.91,9.25,2.37,0
11/2/2010,0.63,13.71,9.35,2.42,0
11/3/2010,0.65,13.87,9.57,2.45,0
11/4/2010,0.71,14.9,10.45,2.59,0
11/5/2010,0.73,15.17,11.03,2.63,0
11/8/2010,0.73,15.14,10.79,2.61,0
11/9/2010,0.7,14.55,10.2,2.55,0
11/10/2010,0.7,15.01,10.54,2.58,0
11/11/2010,0.68,14.83,10.29,2.55,0
11/12/2010,0.67,14.1,9.8,2.46,0
11/15/2010,0.66,14.1,9.87,2.45,0
11/16/2010,0.63,13.27,9.37,2.34,0
11/17/2010,0.63,13.39,9.24,2.34,0
11/18/2010,0.66,14.16,9.59,2.44,0
11/19/2010,0.7,14.29,9.59,2.46,0
11/22/2010,0.72,14.5,9.27,2.46,0
11/23/2010,0.7,14.1,8.87,2.35,0
11/24/2010,0.76,15.03,9.26,2.45,0
11/26/2010,0.75,14.74,8.95,2.39,0
11/29/2010,0.74,14.81,9.11,2.39,0
11/30/2010,0.71,14.48,8.92,2.34,0
12/1/2010,0.78,15.42,9.42,2.5,0
12/2/2010,0.83,15.9,10.1,2.59,0
12/3/2010,0.84,16.22,10.18,2.61,0
12/6/2010,0.83,16.52,10.15,2.61,0
12/7/2010,0.83,16.82,10.1,2.61,0
12/8/2010,0.86,16.81,10.55,2.64,0
12/9/2010,0.86,16.98,10.88,2.67,0
12/10/2010,0.86,17.59,11.17,2.72,0
12/13/2010,0.85,17.31,11.16,2.72,0
12/14/2010,0.83,17.32,10.9,2.73,0
12/15/2010,0.8,17.13,10.62,2.69,0
12/16/2010,0.82,17.6,10.59,2.74,0
12/17/2010,0.83,17.74,10.68,2.75,0
12/20/2010,0.82,17.98,10.78,2.76,0
12/21/2010,0.84,18.58,11.23,2.82,0
12/22/2010,0.84,18.55,11.6,2.85,0
12/23/2010,0.83,18.5,11.4,2.83,0
12/27/2010,0.84,18.64,11.68,2.83,0
12/28/2010,0.83,18.5,11.69,2.85,0
12/29/2010,0.83,18.59,11.65,2.86,0
12/30/2010,0.84,18.52,11.55,2.84,0
12/31/2010,0.83,18.11,11.6,2.85,0
1/3/2011,0.85,19.05,12.27,2.93,0
1/4/2011,0.85,18.26,12.15,2.92,0
1/5/2011,0.86,18.86,12.55,2.97,0
1/6/2011,0.91,18.6,12.38,2.95,0
1/7/2011,0.92,18.31,12.08,2.94,0
1/10/2011,0.95,18.59,12.01,2.93,0
1/11/2011,0.96,18.84,12.17,2.95,0
1/12/2011,1.01,19.27,12.67,3.04,0
1/13/2011,1.01,19.24,12.57,3.03,0
1/14/2011,1.09,19.65,13.11,3.08,0
1/18/2011,1.08,19.75,12.98,3.1,0
1/19/2011,1,18.26,12.18,3.1,0
1/20/2011,0.97,17.68,12.29,3,0
1/21/2011,0.95,17.33,12.54,3.02,0
1/24/2011,1.02,17.68,12.56,3.07,0
1/25/2011,1,17.76,12.57,3.07,0
1/26/2011,1.03,18.6,12.54,3.11,0
1/27/2011,1.08,18.77,12.82,3.13,0
1/28/2011,0.99,17.4,12.17,2.97,0
1/31/2011,1.01,17.74,12.48,3.03,0
2/1/2011,1.08,18.94,13.17,3.18,0
2/2/2011,1.1,18.78,12.96,3.16,0
2/3/2011,1.1,18.95,12.96,3.18,0
2/4/2011,1.16,19.05,12.97,3.21,0
2/7/2011,1.15,19.64,13.48,3.27,0
2/8/2011,1.15,20.03,13.73,3.31,0
2/9/2011,1.13,19.74,13.5,3.29,0
2/10/2011,1.14,20,13.54,3.3,0
2/11/2011,1.16,20.66,14.03,3.36,0
2/14/2011,1.19,20.97,14.1,3.37,0
2/15/2011,1.16,20.63,14.01,3.35,0
2/16/2011,1.19,21.12,14.21,3.4,0
2/17/2011,1.24,21.56,14.2,3.44,0
2/18/2011,1.23,21.61,14.27,3.46,0
2/22/2011,1.08,19.99,13.1,3.26,0
2/23/2011,1.03,18.96,12.89,3.2,0
2/24/2011,1.08,19.3,12.79,3.19,0
2/25/2011,1.16,20.61,13.34,3.28,0
2/28/2011,1.12,20.69,13.55,3.35,0
3/1/2011,1.06,19.47,12.75,3.18,0
3/2/2011,1.1,19.7,12.55,3.2,0
3/3/2011,1.16,21.05,13.28,3.36,0
3/4/2011,1.13,20.78,12.8,3.29,0
3/7/2011,1.03,19.74,12.55,3.21,0
3/8/2011,1.04,20.72,13.27,3.29,0
3/9/2011,0.95,20.46,13.22,3.28,0
3/10/2011,0.88,18.89,12.47,3.1,0
3/11/2011,0.9,19.03,12.7,3.16,0
3/14/2011,0.89,18.74,12.42,3.11,0
3/15/2011,0.86,18.24,11.94,3,0
3/16/2011,0.81,17.64,11.35,2.83,0
3/17/2011,0.84,17.82,11.73,2.94,0
3/18/2011,0.84,18.48,12.07,2.98,0
3/21/2011,0.89,19.77,12.37,3.11,0
3/22/2011,0.87,19.48,12.2,3.08,0
3/23/2011,0.89,19.64,12.11,3.11,0
3/24/2011,0.96,20.09,12.27,3.19,0
3/25/2011,0.95,20.59,12.37,3.22,0
3/28/2011,0.95,20.43,12.27,3.2,0
3/29/2011,0.98,21,12.36,3.26,0
3/30/2011,0.98,21.8,12.7,3.33,0
3/31/2011,0.96,22.04,12.62,3.32,0
4/1/2011,0.92,22.31,12.9,3.36,0
4/4/2011,0.9,22.48,12.91,3.37,0
4/5/2011,0.96,22.81,12.89,3.37,0
4/6/2011,1.01,22.96,13.27,3.39,0
4/7/2011,0.99,22.61,13.11,3.37,0
4/8/2011,0.97,21.89,12.76,3.34,0
4/11/2011,0.94,21.3,12.78,3.31,0
4/12/2011,0.88,20.49,12.6,3.24,0
4/13/2011,0.89,20.54,12.38,3.23,0
4/14/2011,0.89,20.84,12.14,3.24,0
4/15/2011,0.91,21.45,12.2,3.27,0
4/18/2011,0.86,20.46,11.72,3.17,0
4/19/2011,0.87,20.43,11.81,3.21,0
4/20/2011,0.98,21.7,11.97,3.35,0
4/21/2011,0.98,22.15,12.17,3.4,0
4/25/2011,0.98,22.09,12.15,3.39,0
4/26/2011,1.03,22.7,12.35,3.48,0
4/27/2011,1.03,23.11,12.58,3.54,0
4/28/2011,1.01,23.44,12.82,3.58,0
4/29/2011,1.02,23.68,12.78,3.61,0
5/2/2011,0.99,22.84,12.67,3.58,0
5/3/2011,0.96,22.04,12.77,3.55,0
5/4/2011,0.96,21.15,12.45,3.48,0
5/5/2011,0.96,20.86,12.06,3.39,0
5/6/2011,0.99,21.18,12.15,3.42,0
5/9/2011,0.98,21.86,12.12,3.47,0
5/10/2011,0.99,22.91,12.47,3.56,0
5/11/2011,0.97,21.72,12.03,3.44,0
5/12/2011,1.01,22.22,12.03,3.49,0
5/13/2011,0.97,21.34,11.55,3.41,0
5/16/2011,0.93,20.39,11.51,3.35,0
5/17/2011,0.89,20.22,11.7,3.35,0
5/18/2011,0.94,21.12,11.9,3.44,0
5/19/2011,0.92,21.25,11.92,3.46,0
5/20/2011,0.91,20.8,11.47,3.38,0
5/23/2011,0.86,19.69,11,3.26,0
5/24/2011,0.84,19.39,10.96,3.25,0
5/25/2011,0.86,20.12,10.99,3.28,0
5/26/2011,0.88,20.92,11.18,3.32,0
5/27/2011,0.91,21.33,11.42,3.36,0
5/31/2011,0.95,22.23,11.76,3.47,0
6/1/2011,0.87,20.13,10.64,3.24,0
6/2/2011,0.87,20.09,10.69,3.22,0
6/3/2011,0.82,19.22,10.46,3.13,0
6/6/2011,0.8,18.29,9.9,3.03,0
6/7/2011,0.81,18.39,9.9,3.02,0
6/8/2011,0.76,17.75,9.62,2.98,0
6/9/2011,0.77,18.05,9.87,3.05,0
6/10/2011,0.73,17.17,9.6,2.93,0
6/13/2011,0.71,17.04,9.85,2.93,0
6/14/2011,0.75,18.11,10.05,3.04,0
6/15/2011,0.7,17.17,9.44,2.88,0
6/16/2011,0.68,17.29,9.57,2.89,0
6/17/2011,0.65,17.29,9.79,2.92,0
6/20/2011,0.65,17.77,9.8,2.97,0
6/21/2011,0.7,18.94,10.17,3.09,0
6/22/2011,0.69,18.47,9.99,3.04,0
6/23/2011,0.72,18.66,9.7,3.01,0
6/24/2011,0.67,18.39,9.5,2.9,0
6/27/2011,0.68,18.83,9.77,2.98,0
6/28/2011,0.71,19.72,9.91,3.1,0
6/29/2011,0.71,19.95,10.6,3.18,0
6/30/2011,0.76,20.43,10.68,3.27,0
7/1/2011,0.81,21.36,11.25,3.41,0
7/5/2011,0.79,21.53,11.02,3.4,0
7/6/2011,0.77,21.8,10.92,3.41,0
7/7/2011,0.82,22.76,11.38,3.53,0
7/8/2011,0.78,22.36,11,3.45,0
7/11/2011,0.74,20.93,10.15,3.27,0
7/12/2011,0.68,20.58,10.06,3.22,0
7/13/2011,0.67,21.13,10.1,3.25,0
7/14/2011,0.64,20.11,9.87,3.19,0
7/15/2011,0.65,20.5,9.82,3.23,0
7/18/2011,0.62,19.55,9.43,3.16,0
7/19/2011,0.68,20.88,9.79,3.31,0
7/20/2011,0.68,20.74,10.05,3.3,0
7/21/2011,0.69,21.31,10.68,3.44,0
7/22/2011,0.74,21.37,10.63,3.45,0
7/25/2011,0.71,20.69,10.37,3.39,0
7/26/2011,0.73,20.13,10.37,3.35,0
7/27/2011,0.65,18.38,9.64,3.15,0
7/28/2011,0.65,18.27,9.65,3.12,0
7/29/2011,0.63,18.18,9.56,3.06,0
8/1/2011,0.63,17.86,9.44,3.01,0
8/2/2011,0.57,16.23,8.7,2.79,0
8/3/2011,0.59,16.48,8.89,2.83,0
8/4/2011,0.49,13.51,7.63,2.43,0
8/5/2011,0.46,12.8,7.17,2.42,0
8/8/2011,0.39,9.47,5.19,1.94,0
8/9/2011,0.44,11.36,6.3,2.21,0
8/10/2011,0.41,9.65,5.2,1.92,0
8/11/2011,0.47,11.04,6.01,2.18,0
8/12/2011,0.47,11.25,5.86,2.23,0
8/15/2011,0.5,12.21,6.4,2.36,0
8/16/2011,0.47,11.53,6.1,2.3,0
8/17/2011,0.46,11.55,6.15,2.31,0
8/18/2011,0.38,9.54,5.27,2.01,0
8/19/2011,0.36,9.06,5,1.91,0
8/22/2011,0.37,8.97,4.83,1.92,0
8/23/2011,0.42,10.25,5.28,2.1,0
8/24/2011,0.42,10.7,5.67,2.19,0
8/25/2011,0.39,9.95,5.55,2.09,0
8/26/2011,0.42,10.62,5.72,2.18,0
8/29/2011,0.47,12.14,6.4,2.37,0
8/30/2011,0.47,12.31,6.3,2.38,0
8/31/2011,0.46,12.23,6.5,2.41,0
9/1/2011,0.43,11.45,6.1,2.35,0
9/2/2011,0.4,10.21,5.45,2.16,0
9/6/2011,0.4,10.1,5.16,2.12,0
9/7/2011,0.45,11.27,5.85,2.29,0
9/8/2011,0.44,10.63,5.5,2.22,0
9/9/2011,0.43,9.7,5.04,2.05,0
9/12/2011,0.46,9.94,5.17,2.09,0
9/13/2011,0.49,10.46,5.25,2.14,0
9/14/2011,0.53,10.99,5.46,2.23,0
9/15/2011,0.55,11.4,5.83,2.35,0
9/16/2011,0.56,11.48,5.87,2.39,0
9/19/2011,0.54,10.9,5.44,2.32,0
9/20/2011,0.52,10.38,5.42,2.31,0
9/21/2011,0.49,9.22,4.79,2.1,0
9/22/2011,0.44,8.43,4.25,1.9,0
9/23/2011,0.46,8.68,4.39,1.93,0
9/26/2011,0.46,9.17,4.86,2.07,0
9/27/2011,0.49,9.78,4.96,2.14,0
9/28/2011,0.44,8.7,4.56,2.01,0
9/29/2011,0.43,9.08,4.89,2.06,0
9/30/2011,0.38,8.25,4.42,1.91,0
10/3/2011,0.34,6.97,3.9,1.74,0
10/4/2011,0.38,8.26,4.25,1.85,0
10/5/2011,0.42,8.62,4.4,1.96,0
10/6/2011,0.43,9.19,4.8,2.06,0
10/7/2011,0.44,8.51,4.34,2.02,0
10/10/2011,0.48,9.61,4.95,2.23,0
10/11/2011,0.47,9.81,4.93,2.23,0
10/12/2011,0.49,10.23,5.27,2.29,0
10/13/2011,0.52,10.2,4.99,2.28,0
10/14/2011,0.53,10.81,5.18,2.39,0
10/17/2011,0.49,9.78,4.72,2.26,0
10/18/2011,0.52,10.6,5.35,2.39,0
10/19/2011,0.49,10.02,5.09,2.31,0
10/20/2011,0.46,10.05,5.32,2.33,0
10/21/2011,0.49,10.71,5.7,2.47,0
10/24/2011,0.54,11.75,6.07,2.56,0
10/25/2011,0.51,10.79,5.57,2.41,0
10/26/2011,0.52,11.32,5.85,2.48,0
10/27/2011,0.57,12.41,6.73,2.74,0
10/28/2011,0.59,12.92,6.8,2.75,0
10/31/2011,0.55,11.88,6.11,2.54,0
11/1/2011,0.5,10.69,5.32,2.33,0
11/2/2011,0.5,11.4,5.73,2.44,0
11/3/2011,0.55,12.25,6.03,2.57,0
11/4/2011,0.57,12.03,5.82,2.53,0
11/7/2011,0.56,11.98,5.9,2.57,0
11/8/2011,0.57,12.51,6.22,2.67,0
11/9/2011,0.5,10.73,5.3,2.38,0
11/10/2011,0.51,10.93,5.37,2.44,0
11/11/2011,0.56,11.79,5.72,2.59,0
11/14/2011,0.54,11.29,5.41,2.51,0
11/15/2011,0.56,11.73,5.47,2.55,0
11/16/2011,0.55,11.18,5.11,2.42,0
11/17/2011,0.49,10.68,4.8,2.31,0
11/18/2011,0.48,10.67,4.87,2.3,0
11/21/2011,0.45,9.9,4.53,2.17,0
11/22/2011,0.43,9.64,4.43,2.14,0
11/23/2011,0.39,8.75,4.06,2,0
11/25/2011,0.38,8.42,4.11,1.98,0
11/28/2011,0.41,9.6,4.47,2.16,0
11/29/2011,0.41,9.53,4.39,2.18,0
11/30/2011,0.47,11.21,5.17,2.45,0
12/1/2011,0.48,10.97,5.07,2.45,0
12/2/2011,0.48,11.08,5.23,2.44,0
12/5/2011,0.49,11.67,5.51,2.52,0
12/6/2011,0.49,11.68,5.5,2.52,0
12/7/2011,0.51,11.65,5.69,2.55,0
12/8/2011,0.47,10.57,5.12,2.39,0
12/9/2011,0.48,11.52,5.43,2.5,0
12/12/2011,0.44,11,5.09,2.4,0
12/13/2011,0.41,10.3,4.86,2.33,0
12/14/2011,0.39,9.92,4.82,2.25,0
12/15/2011,0.39,10.19,4.84,2.27,0
12/16/2011,0.4,10.44,4.92,2.29,0
12/19/2011,0.37,9.88,4.62,2.21,0
12/20/2011,0.42,11.11,5.12,2.42,0
12/21/2011,0.4,11.2,5.19,2.43,0
12/22/2011,0.44,11.46,5.48,2.5,0
12/23/2011,0.45,11.58,5.59,2.56,0
12/27/2011,0.45,11.68,5.52,2.56,0
12/28/2011,0.43,11.05,5.27,2.47,0
12/29/2011,0.44,11.39,5.49,2.54,0
12/30/2011,0.43,11.21,5.41,2.51,0
1/3/2012,0.45,11.75,5.77,2.63,0
1/4/2012,0.45,11.56,5.69,2.63,0
1/5/2012,0.47,11.74,5.89,2.66,0
1/6/2012,0.47,11.64,5.79,2.64,0
1/9/2012,0.5,11.8,5.87,2.65,0
1/10/2012,0.51,12.32,6.18,2.72,0
1/11/2012,0.52,12.47,6.32,2.73,0
1/12/2012,0.54,12.6,6.4,2.75,0
1/13/2012,0.5,12.36,6.27,2.72,0
1/17/2012,0.51,12.34,6.17,2.73,0
1/18/2012,0.58,13.01,6.43,2.82,0
1/19/2012,0.62,13.26,6.59,2.87,0
1/20/2012,0.63,13.3,6.7,2.87,0
1/23/2012,0.62,13.24,6.74,2.88,0
1/24/2012,0.63,13.49,6.72,2.87,0
1/25/2012,0.64,13.82,6.79,2.94,0
1/26/2012,0.62,13.76,6.67,2.9,0
1/27/2012,0.62,14.05,6.72,2.89,0
1/30/2012,0.6,13.72,6.54,2.86,0
1/31/2012,0.61,13.69,6.61,2.85,0
2/1/2012,0.65,14.58,6.92,2.93,0
2/2/2012,0.66,14.78,7.05,2.95,0
2/3/2012,0.69,15.78,7.57,3.07,0
2/6/2012,0.66,15.61,7.48,3.07,0
2/7/2012,0.66,15.58,7.46,3.09,0
2/8/2012,0.69,15.67,7.58,3.11,0
2/9/2012,0.7,15.44,7.53,3.12,0
2/10/2012,0.65,14.79,7.34,3.06,0
2/13/2012,0.66,15.41,7.53,3.13,0
2/14/2012,0.67,15.19,7.35,3.11,0
2/15/2012,0.68,14.79,7.24,3.07,0
2/16/2012,0.73,15.65,7.53,3.17,0
2/17/2012,0.71,15.6,7.65,3.2,0
2/21/2012,0.68,15.3,7.63,3.2,0
2/22/2012,0.67,14.95,7.38,3.17,0
2/23/2012,0.68,15.61,7.58,3.21,0
2/24/2012,0.67,15.5,7.54,3.23,0
2/27/2012,0.67,15.46,7.7,3.25,0
2/28/2012,0.71,15.32,7.71,3.28,0
2/29/2012,0.67,14.62,7.61,3.23,0
3/1/2012,0.67,14.84,7.87,3.29,0
3/2/2012,0.65,14.18,7.75,3.26,0
3/5/2012,0.6,14.24,7.7,3.22,0
3/6/2012,0.59,13.38,7.18,3.07,0
3/7/2012,0.61,13.75,7.44,3.14,0
3/8/2012,0.64,14.29,7.63,3.23,0
3/9/2012,0.66,14.87,7.8,3.27,0
3/12/2012,0.64,14.78,7.77,3.27,0
3/13/2012,0.68,15.67,8.56,3.45,0
3/14/2012,0.68,15.27,8.56,3.44,0
3/15/2012,0.72,15.68,8.95,3.49,0
3/16/2012,0.72,15.6,9.02,3.52,0
3/19/2012,0.74,16.01,9.16,3.55,0
3/20/2012,0.72,15.58,9.22,3.52,0
3/21/2012,0.73,15.56,9.12,3.51,0
3/22/2012,0.72,15.12,8.78,3.43,0
3/23/2012,0.72,15.57,9,3.46,0
3/26/2012,0.75,16.51,9.41,3.61,0
3/27/2012,0.75,16.17,9.18,3.57,0
